D日付,献立名,材料名,分量（g）,エネルギー（kcal）,たんぱく質（g）,脂質（g）,ナトリウム（mg）
2022/9/21,しいらとじゃがいものから揚げ,油,35,40,0,4.5,0
2022/9/21,しいらとじゃがいものから揚げ,塩,0.08,0,0,0,31
2022/9/21,ヨーグルト,ヨーグルト（鉄）,80,68,2.3,1.1,31
2022/9/22,ふきよせおこわ,米,30,103,1.8,0.3,0
2022/9/22,ふきよせおこわ,麦,5,17,0.4,0.1,0
2022/9/22,ふきよせおこわ,もち米,35,120,2.2,0.4,0
2022/9/22,ふきよせおこわ,酒,0.8,1,0,0,0
2022/9/22,ふきよせおこわ,水,,0,0,0,0
2022/9/22,ふきよせおこわ,さつまいも,10,11,0.1,0,1
2022/9/22,ふきよせおこわ,人参,5,1,0,0,2
2022/9/22,ふきよせおこわ,しめじ,5,1,0.1,0,0
2022/9/22,ふきよせおこわ,冷凍油揚げ,5,21,1.2,1.7,0
2022/9/22,ふきよせおこわ,枝豆,5,7,0.7,0.4,0
2022/9/22,ふきよせおこわ,しょうゆ,2,2,0.2,0,114
2022/9/22,ふきよせおこわ,塩,0.3,0,0,0,117
2022/9/22,ふきよせおこわ,かつお節,0.5,0,0,0,0
2022/9/22,ふきよせおこわ,水,,0,0,0,0
2022/9/22,牛乳,牛乳,206,126,6.8,7.8,84
2022/9/22,豚肉のおろしポン酢がけ,豚肉,60,103,12.3,6.1,28
2022/9/22,豚肉のおろしポン酢がけ,塩,0.1,0,0,0,39
2022/9/22,豚肉のおろしポン酢がけ,こしょう,0.03,0,0,0,0
2022/9/22,豚肉のおろしポン酢がけ,片栗粉,15,51,0,0,0
2022/9/22,豚肉のおろしポン酢がけ,油,35,21,0,2.4,0
2022/9/22,豚肉のおろしポン酢がけ,さとう,1,4,0,0,0
2022/9/22,豚肉のおろしポン酢がけ,みりん,1,2,0,0,0
2022/9/22,豚肉のおろしポン酢がけ,しょうゆ,4,3,0.3,0,228
2022/9/22,豚肉のおろしポン酢がけ,酒,1,1,0,0,0
2022/9/22,豚肉のおろしポン酢がけ,大根,10,1,0,0,1
2022/9/22,豚肉のおろしポン酢がけ,酢,2,1,0,0,0
2022/9/22,豚肉のおろしポン酢がけ,ゆず果汁,1,0,0,0,0
2022/9/22,豚肉のおろしポン酢がけ,水,,0,0,0,0
2022/9/22,ごまあえ,キャベツ,25,4,0.3,0,1
2022/9/22,ごまあえ,もやし,25,4,0.4,0,0
2022/9/22,ごまあえ,小松菜,20,3,0.3,0,3
2022/9/22,ごまあえ,白ごま,3,19,0.6,1.8,0
2022/9/22,ごまあえ,さとう,2.3,9,0,0,0
2022/9/22,ごまあえ,しょうゆ,3,2,0.2,0,171
2022/9/26,カレーライス,米,70,239,4.3,0.6,1
2022/9/26,カレーライス,麦,10,33,0.7,0.2,0
2022/9/26,カレーライス,油,0.3,3,0,0.3,0
2022/9/26,カレーライス,酒,1,1,0,0,0
2022/9/26,カレーライス,水,,0,0,0,0
2022/9/26,カレーライス,豚肉,40,73,8,4.7,20
2022/9/26,カレーライス,人参,15,4,0.1,0,5
2022/9/26,カレーライス,じゃがいも,40,21,0.6,0,0
2022/9/26,カレーライス,玉ねぎ,50,16,0.5,0,1
2022/9/26,カレーライス,にんにく,0.1,0,0,0,0
2022/9/26,カレーライス,しょうが,0.2,0,0,0,0
2022/9/26,カレーライス,油,1,9,0,1,0
2022/9/26,カレーライス,油,6,53,0,6,0
2022/9/26,カレーライス,小麦粉,6,21,0.5,0.1,0
2022/9/26,カレーライス,カレー粉,1,3,0.1,0.1,0
2022/9/26,カレーライス,濃縮スープ（ポーク）,2,1,0.1,0.1,2
2022/9/26,カレーライス,塩,0.75,0,0,0,293
2022/9/26,カレーライス,トマトケチャップ,2,2,0,0,24
2022/9/26,カレーライス,ウスターソース,2.5,3,0,0,83
2022/9/26,カレーライス,しょうゆ,1.6,1,0.1,0,91
2022/9/26,カレーライス,ベイリーフ,0.01,0,0,0,0
2022/9/26,カレーライス,水,70～80,0,0,0,0
2022/9/26,牛乳,牛乳,206,126,6.8,7.8,84
2022/9/26,わかめサラダ,わかめ,1,2,0.2,0,36
2022/9/26,わかめサラダ,キャベツ,45,8,0.5,0.1,2
2022/9/26,わかめサラダ,人参,5,1,0,0,2
2022/9/26,わかめサラダ,しょうゆ,3,2,0.2,0,171
2022/9/26,わかめサラダ,サラダ油,2,18,0,2,0
2022/9/27,こぎつねごはん,米,62,212,3.8,0.6,1
2022/9/27,こぎつねごはん,麦,8,27,0.6,0.2,0
2022/9/27,こぎつねごはん,酒,0.8,1,0,0,0
2022/9/27,こぎつねごはん,水,,0,0,0,0
2022/9/27,こぎつねごはん,豚肉,8,15,1.6,0.9,4
2022/9/27,こぎつねごはん,冷凍油揚げ,14,58,3.3,4.8,1
2022/9/27,こぎつねごはん,人参,10,3,0.1,0,3
2022/9/27,こぎつねごはん,しょうゆ,5,4,0.4,0,285
2022/9/27,こぎつねごはん,塩,0.2,0,0,0,78
2022/9/27,こぎつねごはん,さとう,0.8,3,0,0,0
2022/9/27,こぎつねごはん,水,,0,0,0,0
2022/9/27,こぎつねごはん,白ごま,1,6,0.2,0.5,0
2022/9/27,牛乳,牛乳,206,126,6.8,7.8,84
2022/9/27,とり肉のてり煮,鶏肉,60,97,11.4,6.1,31
2022/9/27,とり肉のてり煮,こんにゃく,20,1,0,0,2
2022/9/27,とり肉のてり煮,しょうが,1,0,0,0,0
2022/9/27,とり肉のてり煮,酒,1,1,0,0,0
2022/9/27,とり肉のてり煮,みりん,3,7,0,0,0
2022/9/27,とり肉のてり煮,しょうゆ,4,3,0.3,0,228
2022/9/27,とり肉のてり煮,さとう,3,12,0,0,0
2022/9/27,とり肉のてり煮,水,,0,0,0,0
2022/9/27,とり肉のてり煮,一味とうがらし,0.01,0,0,0,0
2022/9/27,からしあえ,白菜,30,4,0.2,0,2
2022/9/27,からしあえ,もやし,30,4,0.5,0,1
2022/9/27,からしあえ,小松菜,15,2,0.2,0,2
2022/9/27,からしあえ,しょうゆ,2.8,2,0.2,0,160
2022/9/27,からしあえ,からし粉,0.1,0,0,0,0
2022/9/28,黒パン,黒パン,50,239,7.2,3.8,359
2022/9/28,発酵乳,プルーン発酵乳,213,160,6.4,2.8,192
2022/9/28,マカロニグラタン,鶏肉,30,49,5.7,3,16
2022/9/28,マカロニグラタン,マカロニ,20,69,2.6,0.4,0
2022/9/28,マカロニグラタン,塩,0.4,0,0,0,0
2022/9/28,マカロニグラタン,人参,10,3,0.1,0,3
2022/9/28,マカロニグラタン,玉ねぎ,40,12,0.4,0,1
2022/9/28,マカロニグラタン,マッシュルーム,3,1,0.1,0,11
2022/9/28,マカロニグラタン,油,0.7,6,0,0.7,0
2022/9/28,マカロニグラタン,油,2,18,0,2,0
2022/9/28,マカロニグラタン,バター,2,14,0,1.6,15
2022/9/28,マカロニグラタン,小麦粉,4,14,0.3,0.1,0
2022/9/28,マカロニグラタン,調理用牛乳,30,18,1,1.1,12
2022/9/28,マカロニグラタン,脱脂粉乳,5,18,1.7,0.1,29
2022/9/28,マカロニグラタン,濃縮スープ（チキン）,2,0,0.1,0,2
2022/9/28,マカロニグラタン,塩,0.75,0,0,0,293
2022/9/28,マカロニグラタン,こしょう,0.04,0,0,0,0
2022/9/28,マカロニグラタン,水,30,0,0,0,0
2022/9/28,マカロニグラタン,とろけるチーズ,10,31,2.3,2.6,110
2022/9/28,マカロニグラタン,パン粉,1,4,0.1,0.1,5
2022/9/28,コールスローサラダ,キャベツ,50,9,0.6,0.1,2
2022/9/28,コールスローサラダ,人参,5,1,0,0,2
2022/9/28,コールスローサラダ,塩,0.27,0,0,0,105
2022/9/28,コールスローサラダ,酢,1.4,1,0,0,0
2022/9/28,コールスローサラダ,こしょう,0.03,0,0,0,0
2022/9/28,コールスローサラダ,サラダ油,1.8,16,0,1.8,0
2022/9/29,ごはん,米（委託炊飯）,80,274,4.9,0.7,1
2022/9/29,牛乳,牛乳,206,126,6.8,7.8,84
2022/9/29,生揚げと野菜のそぼろ煮,冷凍生揚げ,50,81,5.2,5.3,34
2022/9/29,生揚げと野菜のそぼろ煮,さとう,2,8,0,0,0
2022/9/29,生揚げと野菜のそぼろ煮,しょうゆ,3,2,0.2,0,171
2022/9/29,生揚げと野菜のそぼろ煮,豚ひき肉,25,46,5,2.9,12
2022/9/29,生揚げと野菜のそぼろ煮,人参,15,4,0.1,0,5
2022/9/29,生揚げと野菜のそぼろ煮,玉ねぎ,35,11,0.3,0,1
2022/9/29,生揚げと野菜のそぼろ煮,じゃがいも,60,32,1,0.1,1
2022/9/29,生揚げと野菜のそぼろ煮,油,1.2,11,0,1.2,0
2022/9/29,生揚げと野菜のそぼろ煮,グリンピース,3,2,0.2,0,0
2022/9/29,生揚げと野菜のそぼろ煮,さとう,3.5,14,0,0,0
2022/9/29,生揚げと野菜のそぼろ煮,しょうゆ,5,4,0.4,0,285
2022/9/29,ごま入りおひたし,もやし,35,5,0.6,0,1
2022/9/29,ごま入りおひたし,人参,5,1,0,0,2
2022/9/29,ごま入りおひたし,ほうれん草,20,4,0.6,0.1,23
2022/9/29,ごま入りおひたし,しょうゆ,2.6,2,0.2,0,148
2022/9/29,ごま入りおひたし,白ごま,1.5,9,0.3,0.8,0
2022/9/30,チーズパン,チーズパンB,50,250,9.2,6.6,422
2022/9/30,牛乳,牛乳,206,126,6.8,7.8,84
2022/9/30,とり肉とじゃがいものケチャップあえ,鶏肉,50,81,9.5,5.1,26
2022/9/30,とり肉とじゃがいものケチャップあえ,塩,0.1,0,0,0,39
2022/9/30,とり肉とじゃがいものケチャップあえ,こしょう,0.03,0,0,0,0
2022/9/30,とり肉とじゃがいものケチャップあえ,片栗粉,5,17,0,0,0
2022/9/30,とり肉とじゃがいものケチャップあえ,じゃがいも,65,35,1.1,0.1,1
2022/9/30,とり肉とじゃがいものケチャップあえ,油,35,33,0,3.8,0
2022/9/30,とり肉とじゃがいものケチャップあえ,玉ねぎ,30,9,0.3,0,1
2022/9/30,とり肉とじゃがいものケチャップあえ,油,0.5,4,0,0.5,0
2022/9/30,とり肉とじゃがいものケチャップあえ,トマトケチャップ,9.5,10,0.2,0,114
2022/9/30,とり肉とじゃがいものケチャップあえ,中濃ソース,2.9,4,0,0,67
2022/9/30,とり肉とじゃがいものケチャップあえ,さとう,1.9,7,0,0,0
2022/9/30,いろどりスープ,ベーコン,2,8,0.3,0.8,16
2022/9/30,いろどりスープ,人参,5,1,0,0,2
2022/9/30,いろどりスープ,キャベツ,15,3,0.2,0,1
2022/9/30,いろどりスープ,小松菜,10,1,0.2,0,2
2022/9/30,いろどりスープ,ホールコーン,10,8,0.2,0.1,21
2022/9/30,いろどりスープ,わかめ,0.3,1,0.1,0,11
2022/9/30,いろどりスープ,濃縮スープ（ポーク）,5,3,0.2,0.2,4
2022/9/30,いろどりスープ,しょうゆ,1,1,0.1,0,57
2022/9/30,いろどりスープ,塩,0.9,0,0,0,351
2022/9/30,いろどりスープ,片栗粉,1.5,5,0,0,0
2022/9/30,いろどりスープ,水,120～130,0,0,0,0
2022/9/30,ゼリー,いよかんゼリー（鉄）,40,30,0.1,0,10
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
