D日付,献立名,材料名,分量（g）,エネルギー（kcal）,たんぱく質（g）,脂質（g）,ナトリウム（mg）
2022/12/22,かぼちゃのクリームシチュー,小麦粉,3,10,0.2,0,0
2022/12/22,かぼちゃのクリームシチュー,塩,0.6,0,0,0,234
2022/12/22,かぼちゃのクリームシチュー,こしょう,0.04,0,0,0,0
2022/12/22,かぼちゃのクリームシチュー,ベイリーフ,0.01,0,0,0,0
2022/12/22,かぼちゃのクリームシチュー,調理用牛乳,40,24,1.3,1.5,16
2022/12/22,かぼちゃのクリームシチュー,脱脂粉乳,5,18,1.7,0.1,29
2022/12/22,かぼちゃのクリームシチュー,濃縮スープ（チキン）,5,1,0.2,0,4
2022/12/22,かぼちゃのクリームシチュー,水,60,0,0,0,0
2022/12/22,ほうれん草のサラダ,ほうれん草,20,3,0.4,0.1,3
2022/12/22,ほうれん草のサラダ,キャベツ,20,4,0.2,0,1
2022/12/22,ほうれん草のサラダ,ホールコーン,20,16,0.5,0.1,42
2022/12/22,ほうれん草のサラダ,しょうゆ,1.2,1,0.1,0,68
2022/12/22,ほうれん草のサラダ,塩,0.1,0,0,0,39
2022/12/22,ほうれん草のサラダ,酢,0.7,0,0,0,0
2022/12/22,ほうれん草のサラダ,ごま油,0.7,6,0,0.7,0
2022/12/23,ごはん,米（委託炊飯）,80,274,4.9,0.7,1
2022/12/23,牛乳,牛乳,206,126,6.8,7.8,84
2022/12/23,豚肉と大根のべっこう煮,豚肉,60,103,12.3,6.1,28
2022/12/23,豚肉と大根のべっこう煮,大根,100,13,0.3,0.1,14
2022/12/23,豚肉と大根のべっこう煮,しょうゆ,6,5,0.5,0,342
2022/12/23,豚肉と大根のべっこう煮,さとう,3,12,0,0,0
2022/12/23,豚肉と大根のべっこう煮,酒,3,3,0,0,0
2022/12/23,豚肉と大根のべっこう煮,みりん,1,2,0,0,0
2022/12/23,豚肉と大根のべっこう煮,水,,0,0,0,0
2022/12/23,いそあえ,キャベツ,45,8,0.5,0.1,2
2022/12/23,いそあえ,ほうれん草,20,4,0.6,0.1,23
2022/12/23,いそあえ,しょうゆ,2.6,2,0.2,0,148
2022/12/23,いそあえ,のり,0.5,1,0.2,0,3
2022/12/23,味付けおかか,味付けおかか,4,10,1.2,0.1,148
2022/12/23,ヨーグルト,ヨーグルト（鉄）,80,68,2.3,1.1,31
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
